rank,horizon_step,gru_weight,lightgbm_weight,val_mae,val_rmse,val_mape,val_r2
1,1,0.17,0.83,1.1728941350975033,1.6127081556044078,2.0058906952163604,0.9842564039495263
2,1,0.16,0.84,1.1729073546119784,1.6128590086468706,2.005843158171614,0.9842534584935456
3,1,0.18,0.8200000000000001,1.172945787492358,1.6126313616319914,2.0060411908276,0.984257903271634
4,1,0.15,0.85,1.1729871138792054,1.6130838999817203,2.005903056123569,0.9842490669036916
5,1,0.19,0.81,1.1730753387997288,1.6126286373097825,2.0063200192168917,0.9842579564598685
6,1,0.14,0.86,1.173152922717757,1.613382798648102,2.006105225221891,0.9842432291799647
7,1,0.2,0.8,1.1732571207943185,1.6126999830131565,2.0066864161319935,0.9842565635142299
8,1,0.13,0.87,1.1733814017976456,1.6137556635232617,2.0064195191856142,0.9842359453223645
9,1,0.21,0.79,1.1735145576212784,1.6128453889124466,2.007174518055958,0.984253724434718
10,1,0.12,0.88,1.1736612320451953,1.6142024433508015,2.0068202473341983,0.9842272153308912
11,1,0.22,0.78,1.1738442445198443,1.6130648349797105,2.0077749875423443,0.9842494392213331
12,1,0.11,0.89,1.1740099334123189,1.6147230767758503,2.007335743782202,0.9842170392055448
13,1,0.23,0.77,1.1742245378945515,1.6133582910025213,2.008453493576719,0.9842437078740751
14,1,0.1,0.9,1.174449010192403,1.6153174923870894,2.0080126011036166,0.9842054169463252
15,1,0.24,0.76,1.1746536892681023,1.6137257166047476,2.0092085513688187,0.9842365303929439
16,1,0.09,0.91,1.1749695609869184,1.6159856087655717,2.0088269362370728,0.9841923485532326
17,1,0.25,0.75,1.1751481531044363,1.6141670612743009,2.010075628606551,0.9842279067779396
18,1,0.08,0.92,1.175550928921062,1.616727334540253,2.009738383664388,0.9841778340262667
19,1,0.26,0.74,1.175704514393167,1.6146822643977956,2.011039559964125,0.9842178370290622
20,1,0.07,0.9299999999999999,1.176202917623902,1.6175425684501483,2.010763874670663,0.9841618733654278
21,1,0.27,0.73,1.176336296523011,1.6152712553020772,2.0121229074570777,0.9842063211463117
22,1,0.06,0.94,1.1769169717216748,1.6184311994130145,2.0118908638018613,0.9841444665707157
23,1,0.28,0.72,1.1770462217424922,1.615933953302541,2.0133388618665133,0.984193359129688
24,1,0.05,0.95,1.1776934866492714,1.619393106600454,2.0131194148771834,0.9841256136421305
25,1,0.29,0.71,1.17781425978442,1.616670267758174,2.014655359671752,0.9841789509791912
26,1,0.04,0.96,1.1785271147819811,1.6204281595193184,2.0144434082197136,0.9841053145796721
27,1,0.3,0.7,1.1786418296783625,1.6174800981332247,2.016062343730791,0.9841630966948212
28,1,0.03,0.97,1.1794151822964565,1.6215362180992867,2.0158593682233557,0.9840835693833406
29,1,0.31,0.69,1.1795306978593416,1.6183633340654138,2.017570081645681,0.984145796276578
30,1,0.02,0.98,1.18035170016416,1.622717132786483,2.017353827909941,0.9840603780531361
31,1,0.32,0.6799999999999999,1.1804823127822652,1.6193198554405654,2.0191855723133254,0.9841270497244619
32,1,0.01,0.99,1.181331886186853,1.6239707446429896,2.018922198629652,0.9840357405890583
33,1,0.33,0.6699999999999999,1.1815029074966954,1.6203495324735524,2.0209140530569085,0.9841068570384726
34,1,0.0,1.0,1.1823902714940204,1.625296885452102,2.0206258904746535,0.9840096569911074
35,1,0.34,0.6599999999999999,1.1825852491510584,1.6214522257954258,2.022745347805784,0.9840852182186101
36,1,0.35000000000000003,0.6499999999999999,1.1837267308941177,1.6226277865465937,2.0246826348370837,0.9840621332648744
37,1,0.36,0.64,1.184939296265774,1.6238760564759025,2.026738623062908,0.9840376021772657
38,1,0.37,0.63,1.1862231173198454,1.6251968680454796,2.028911558238335,0.9840116249557838
39,1,0.38,0.62,1.187563361446628,1.6265900445411614,2.031179099662732,0.9839842016004288
40,1,0.39,0.61,1.1889588998730032,1.628055400188358,2.03353433752971,0.9839553321112006
41,1,0.4,0.6,1.1904046072560588,1.629592740273166,2.0359658965095213,0.9839250164880993
42,1,0.41000000000000003,0.59,1.1919063877736475,1.6312018612685597,2.0384872997553574,0.9838932547311249
43,1,0.42,0.5800000000000001,1.193492677033542,1.6328825509654683,2.0411469316322224,0.9838600468402774
44,1,0.43,0.5700000000000001,1.1951502622312293,1.6346345886085527,2.0439222488873514,0.9838253928155567
45,1,0.44,0.56,1.1968627238772416,1.6364577450364812,2.046788221624029,0.9837892926569629
46,1,0.45,0.55,1.1986369438868327,1.6383517828265064,2.0497527188874995,0.9837517463644959
47,1,0.46,0.54,1.2004664745839775,1.6403164564431387,2.052806412811038,0.9837127539381558
48,1,0.47000000000000003,0.53,1.2023598210924704,1.642351512390704,2.0559616313647746,0.9836723153779426
49,1,0.48,0.52,1.2043104570063519,1.6444566893695818,2.0592093367950577,0.9836304306838564
50,1,0.49,0.51,1.206308437105792,1.6466317184359023,2.0625392624466143,0.9835870998558969
51,1,0.5,0.5,1.2083573472457938,1.6488763231644925,2.065953077563237,0.9835423228940643
52,1,0.51,0.49,1.2104573040856084,1.6511902198148503,2.069450283125628,0.9834960997983585
53,1,0.52,0.48,1.2126089245152745,1.6535731174999329,2.0730315293544797,0.9834484305687796
54,1,0.53,0.47,1.21481370143111,1.6560247183575354,2.076701702384988,0.9833993152053276
55,1,0.54,0.45999999999999996,1.2170635546706856,1.6585447177240469,2.0804488108404944,0.9833487537080026
56,1,0.55,0.44999999999999996,1.219374473560345,1.6611328043103586,2.0842935134051057,0.9832967460768043
57,1,0.56,0.43999999999999995,1.221747336502783,1.6637886603797158,2.088237359616276,0.9832432923117329
58,1,0.5700000000000001,0.42999999999999994,1.2241873028831973,1.666511961927288,2.092291436707462,0.9831883924127883
59,1,0.58,0.42000000000000004,1.226678342746112,1.6693023788612482,2.0964306472247554,0.9831320463799706
60,1,0.59,0.41000000000000003,1.2292124332935623,1.67215957518515,2.100645587822893,0.9830742542132799
61,1,0.6,0.4,1.2318011597332215,1.675083209181387,2.104949869789098,0.983015015912716
62,1,0.61,0.39,1.2344438883253948,1.6780729335955344,2.109339716029056,0.9829543314782789
63,1,0.62,0.38,1.237132909221956,1.6811283958213625,2.113807635867532,0.9828922009099688
64,1,0.63,0.37,1.2398797350433826,1.6842492380863252,2.1183684300504155,0.9828286242077854
65,1,0.64,0.36,1.242666596837033,1.6874350976373287,2.122993910320188,0.982763601371729
66,1,0.65,0.35,1.2455008602686475,1.6906856069265834,2.1276928420189054,0.9826971324017993
67,1,0.66,0.33999999999999997,1.2483824098969694,1.6940003937973551,2.1324719955437015,0.9826292172979967
68,1,0.67,0.32999999999999996,1.2513073260925267,1.697379081669429,2.137323145201064,0.9825598560603208
69,1,0.68,0.31999999999999995,1.2542740650978375,1.700821289724111,2.142243678552587,0.9824890486887718
70,1,0.6900000000000001,0.30999999999999994,1.2572913837306445,1.7043266330885927,2.1472496171964477,0.9824167951833498
71,1,0.7000000000000001,0.29999999999999993,1.260364207877363,1.7078947230195083,2.152349159817117,0.9823430955440545
72,1,0.71,0.29000000000000004,1.263486007561595,1.7115251670855276,2.157534246882628,0.9822679497708862
73,1,0.72,0.28,1.2666614250265331,1.715217569348821,2.162805441047755,0.9821913578638446
74,1,0.73,0.27,1.2699005764905236,1.7189715305452524,2.1681838383834764,0.9821133198229299
75,1,0.74,0.26,1.2731784595117726,1.7227866482631484,2.1736267806820937,0.9820338356481422
76,1,0.75,0.25,1.2764938190810433,1.7266625171205092,2.179136981846089,0.9819529053394813
77,1,0.76,0.24,1.2798561261390156,1.7305987289405271,2.1847295894578562,0.9818705288969473
78,1,0.77,0.22999999999999998,1.2832653421407805,1.734594872925283,2.190401873054189,0.9817867063205401
79,1,0.78,0.21999999999999997,1.2867062004528624,1.7386505358275033,2.196128266292631,0.9817014376102597
80,1,0.79,0.20999999999999996,1.2901950455063682,1.7427653021202612,2.2019354052545426,0.9816147227661064
81,1,0.8,0.19999999999999996,1.2937310865458393,1.746938754164513,2.207815479514499,0.9815265617880797
82,1,0.81,0.18999999999999995,1.29730372176446,1.7511704723743693,2.2137562408074727,0.9814369546761801
83,1,0.8200000000000001,0.17999999999999994,1.3009187110319145,1.7554600353800018,2.2197639809748484,0.9813459014304072
84,1,0.8300000000000001,0.16999999999999993,1.3045875854848352,1.7598070201880993,2.2258555603216545,0.9812534020507613
85,1,0.84,0.16000000000000003,1.3083028196671547,1.7642110023397863,2.232026918724854,0.9811594565372422
86,1,0.85,0.15000000000000002,1.312061515125677,1.7686715560659263,2.2382724381952346,0.98106406488985
87,1,0.86,0.14,1.3158606163826492,1.7731882544397397,2.244587020005882,0.9809672271085846
88,1,0.87,0.13,1.3196958670770873,1.7777606695266697,2.2509635569996678,0.9808689431934461
89,1,0.88,0.12,1.3235726172718891,1.7823883725314327,2.257408357858739,0.9807692131444345
90,1,0.89,0.10999999999999999,1.3274905004166615,1.787070933942204,2.2639220249307037,0.9806680369615498
91,1,0.9,0.09999999999999998,1.331454849331106,1.7918079236718838,2.270519615728086,0.9805654146447919
92,1,0.91,0.08999999999999997,1.3354614845000181,1.7965989111964054,2.2771843403403653,0.9804613461941608
93,1,0.92,0.07999999999999996,1.3394975062885806,1.801443465690041,2.2838975594738855,0.9803558316096567
94,1,0.93,0.06999999999999995,1.3435806271687867,1.8063411561576783,2.2906888790354247,0.9802488708912794
95,1,0.9400000000000001,0.05999999999999994,1.347699405889361,1.811291551564034,2.2975393998142892,0.980140464039029
96,1,0.9500000000000001,0.04999999999999993,1.351855586987807,1.8162942209597837,2.3044501016458128,0.9800306110529055
97,1,0.96,0.040000000000000036,1.356055217441939,1.8213487336045902,2.3114303614435743,0.9799193119329088
98,1,0.97,0.030000000000000027,1.3603000841442499,1.826454659087013,2.3184907767891305,0.979806566679039
99,1,0.98,0.020000000000000018,1.3645734741499387,1.8316115674412912,2.325601784926366,0.979692375291296
100,1,0.99,0.010000000000000009,1.3688766994501604,1.8368190292609956,2.33276177441877,0.9795767377696799
101,1,1.0,0.0,1.3732125476474177,1.8420766158095445,2.339973404110392,0.9794596541141908
102,2,0.31,0.69,1.628160810869068,2.2101795338968633,2.770561605548873,0.9704295293175603
103,2,0.32,0.6799999999999999,1.628178486158151,2.2103241100628495,2.7704456861788644,0.970425660559353
104,2,0.3,0.7,1.6282042666544017,2.210106893442413,2.7707788296337563,0.9704314730303647
105,2,0.33,0.6699999999999999,1.6282642108228433,2.2105406078259193,2.7704428435927455,0.9704198667557429
106,2,0.29,0.71,1.6283161061966114,2.2101061957925188,2.771110220217926,0.9704314916977663
107,2,0.34,0.6599999999999999,1.6284147508062898,2.2108290060570797,2.770543717013576,0.9704121479067299
108,2,0.28,0.72,1.6285047873859273,2.210177441015307,2.7715678854018533,0.970429585319765
109,2,0.35000000000000003,0.6499999999999999,1.6286109548419996,2.211189276623096,2.7707216545816404,0.9704025040123141
110,2,0.27,0.73,1.6287406382314218,2.2103206221539797,2.7721033809014295,0.9704257538963609
111,2,0.36,0.64,1.6288507311672966,2.2116213844002086,2.7709716155629844,0.9703909350724954
112,2,0.26,0.74,1.6290405874498006,2.2105357252302045,2.7727438935226827,0.9704199974275539
113,2,0.37,0.63,1.62913082698492,2.2121252872912303,2.7712871219076423,0.970377441087274
114,2,0.25,0.75,1.6293985663240262,2.2108227292509426,2.7734788242237998,0.9704123159133441
115,2,0.38,0.62,1.6294690145717134,2.2127009362460193,2.771692377085112,0.9703620220566496
116,2,0.24,0.76,1.6298100615468372,2.2111816062186826,2.774304079142632,0.9704027093537315
117,2,0.39,0.61,1.6298558040069482,2.213348275285297,2.7721745959079382,0.9703446779806224
118,2,0.23,0.77,1.630277280990524,2.2116123211450893,2.7752259109230693,0.970391177748716
119,2,0.4,0.6,1.6302990028970996,2.21406724152779,2.772745888595123,0.9703254088591924
120,2,0.22,0.78,1.6307885059604903,2.212114832068036,2.7762180662983997,0.9703777210982977
121,2,0.41000000000000003,0.59,1.6307964919097253,2.214857765220658,2.7734047643674478,0.9703042146923595
122,2,0.21,0.79,1.6313394322575878,2.2126890900720118,2.7772735705428793,0.9703623394024765
123,2,0.42,0.5800000000000001,1.6313590141961665,2.215719769773177,2.7741717997580597,0.9702810954801238
124,2,0.2,0.8,1.6319392825978531,2.2133350393118776,2.7784092093652344,0.9703450326612524
125,2,0.43,0.5700000000000001,1.631969678006071,2.216653171793649,2.7750229230595242,0.9702560512224851
126,2,0.19,0.81,1.632597779163015,2.2140526170399384,2.779640012166246,0.9703258008746255
127,2,0.44,0.56,1.6326363715424153,2.217657881129476,2.775966896919121,0.9702290819194438
128,2,0.18,0.8200000000000001,1.633314207821344,2.214841753636313,2.7809622182583054,0.9703046440425959
129,2,0.45,0.55,1.6333618817525348,2.218733800910375,2.7770043536130196,0.9702001875709995
130,2,0.17,0.83,1.6340947227297746,2.2157023726425544,2.7823827772480474,0.9702815621651633
131,2,0.46,0.54,1.6341394164394445,2.2198808275946726,2.7781271981625695,0.9701693681771524
132,2,0.16,0.84,1.6349308014663522,2.2166343907984922,2.783894555680993,0.9702565552423278
133,2,0.47000000000000003,0.53,1.6349651335515685,2.2210988510186356,2.779331440216341,0.9701366237379024
134,2,0.15,0.85,1.6358141718168548,2.2176377180822495,2.7854793411921217,0.9702296232740896
135,2,0.48,0.52,1.6358563335577656,2.2223877544487807,2.7806445204277863,0.9701019542532496
136,2,0.14,0.86,1.6367476834311525,2.2187122577533973,2.7871460447093117,0.9702007662604485
137,2,0.49,0.51,1.6368072055293177,2.2237474146370957,2.7820507099865863,0.970065359723194
138,2,0.13,0.87,1.6377258317259356,2.219857906399191,2.7888831480230016,0.9701699842014045
139,2,0.5,0.5,1.6378100993042273,2.22517770187914,2.7835414038203985,0.9700268401477354
140,2,0.12,0.88,1.6387631405734804,2.221074553983839,2.790715222780188,0.9701372770969577
141,2,0.51,0.49,1.6388522855074812,2.2266784800749257,2.7850960910019102,0.969986395526874
142,2,0.11,0.89,1.6398644892818048,2.222362083900755,2.7926509034045264,0.9701026449471081
143,2,0.52,0.48,1.6399430272072288,2.228249606792543,2.7867314056436627,0.9699440258606099
144,2,0.1,0.9,1.6410221931453561,2.2237203730277315,2.7946754480341633,0.9700660877518555
145,2,0.53,0.47,1.6410848988107656,2.2298909333344423,2.7884571511279157,0.9698997311489428
146,2,0.09,0.91,1.6422327010593496,2.225149291784973,2.7967885438715223,0.9700276055112003
147,2,0.54,0.45999999999999996,1.6422927663874665,2.231602304806317,2.7903010457295587,0.9698535113918729
148,2,0.08,0.92,1.6434933524005084,2.226648704195934,2.7989863980681577,0.969987198225142
149,2,0.55,0.44999999999999996,1.6435673264411195,2.233383560188503,2.7922518557652056,0.9698053665894002
150,2,0.07,0.9299999999999999,1.644804935888436,2.2282184679508834,2.8012709707911534,0.969944865893681
151,2,0.56,0.43999999999999995,1.6448980753167988,2.2352345324098244,2.7942925376699805,0.9697552967415246
152,2,0.06,0.94,1.6461758211857098,2.2298584344731442,2.8036496279973644,0.9699006085168171
153,2,0.5700000000000001,0.42999999999999994,1.6462902366412173,2.2371550484238116,2.796430488573421,0.9697033018482463
154,2,0.05,0.95,1.6476074484169474,2.23156844898792,2.806137009575782,0.9698544260945504
155,2,0.58,0.42000000000000004,1.6477494847342353,2.2391449292872085,2.7986792878784437,0.969649381909565
156,2,0.04,0.96,1.6490860718214906,2.233348350593648,2.8086986805369847,0.9698063186268808
157,2,0.59,0.41000000000000003,1.6492695473506123,2.241203990240687,2.801027768013467,0.9695935369254809
158,2,0.03,0.97,1.650604109431844,2.2351979723358006,2.811323516950852,0.9697562861138084
159,2,0.6,0.4,1.650850607598455,2.2433320407916937,2.803473924181613,0.9695357668959939
160,2,0.02,0.98,1.6521883734493708,2.237117141283055,2.8140603867544347,0.9697043285553332
161,2,0.61,0.39,1.6524816836566583,2.245528884799339,2.806008166738274,0.9694760718211041
162,2,0.01,0.99,1.6538224825447667,2.2391056786057573,2.8168789423344025,0.969650445951455
163,2,0.62,0.38,1.6541674775248967,2.2477943205612445,2.8086331996677245,0.9694144517008114
164,2,0.0,1.0,1.6555122890827478,2.241163399656598,2.8197922400009503,0.9695946383021741
165,2,0.63,0.37,1.655900833261136,2.250128140902268,2.8113355688416535,0.9693509065351159
166,2,0.64,0.36,1.6576872423497493,2.252530133265014,2.81412989980638,0.9692854363240175
167,2,0.65,0.35,1.659522528371085,2.2550000798020364,2.817006103964487,0.9692180410675164
168,2,0.66,0.33999999999999997,1.6614094710876315,2.2575377574696662,2.819964230766024,0.9691487207656123
169,2,0.67,0.32999999999999996,1.6633545122041624,2.2601429381233467,2.8230180995004237,0.9690774754183055
170,2,0.68,0.31999999999999995,1.6653562162987514,2.2628153886144116,2.8261673691078246,0.9690043050255958
171,2,0.6900000000000001,0.30999999999999994,1.6674120748457348,2.265554870888197,2.829415938573112,0.9689292095874832
172,2,0.7000000000000001,0.29999999999999993,1.6695093302209814,2.2683611420834127,2.8327403562026343,0.9688521891039678
173,2,0.71,0.29000000000000004,1.6716606056009353,2.271233954632676,2.8361556392676635,0.9687732435750495
174,2,0.72,0.28,1.6738589612178025,2.274173056364114,2.8396525099070504,0.9686923730007283
175,2,0.73,0.27,1.6761191753596094,2.2771781906039528,2.8432545843623496,0.9686095773810044
176,2,0.74,0.26,1.678435748183111,2.280249096280005,2.8469529893605587,0.9685248567158776
177,2,0.75,0.25,1.6807949448324377,2.2833855080259555,2.850724279986688,0.968438211005348
178,2,0.76,0.24,1.6832191208604226,2.2865871562863758,2.8546046882703555,0.9683496402494154
179,2,0.77,0.22999999999999998,1.6857138541235195,2.289853767422358,2.858599189613229,0.9682591444480801
180,2,0.78,0.21999999999999997,1.6882547381486093,2.2931850638177034,2.8626669926957327,0.9681667236013419
181,2,0.79,0.20999999999999996,1.6908524384937482,2.2965807639855678,2.866825285002739,0.9680723777092008
182,2,0.8,0.19999999999999996,1.693518428946495,2.3000405826754777,2.8710932021566213,0.967976106771657
183,2,0.81,0.18999999999999995,1.6962595238234082,2.303564230980646,2.8754901955139767,0.9678779107887102
184,2,0.8200000000000001,0.17999999999999994,1.6990679907258748,2.307151416445494,2.879996653480948,0.9677777897603607
185,2,0.8300000000000001,0.16999999999999993,1.7019194379967781,2.310801843173302,2.8845768477542166,0.9676757436866082
186,2,0.84,0.16000000000000003,1.7048267251496685,2.314515211933916,2.889254238927218,0.967571772567453
187,2,0.85,0.15000000000000002,1.7077977299092517,2.318291220271422,2.8940381595018208,0.9674658764028948
188,2,0.86,0.14,1.710830521881735,2.3221295626117215,2.898929989616725,0.9673580551929339
189,2,0.87,0.13,1.7138991713775324,2.3260299303699297,2.9038834092628245,0.9672483089375701
190,2,0.88,0.12,1.717015047920354,2.3299920120575233,2.9089212051661053,0.9671366376368035
191,2,0.89,0.10999999999999999,1.7201658520059044,2.3340154933891673,2.9140158409419836,0.967023041290634
192,2,0.9,0.09999999999999998,1.7233599995915452,2.338100057389157,2.919189839146243,0.9669075198990617
193,2,0.91,0.08999999999999997,1.7265994586398241,2.342245384497399,2.924439732614267,0.9667900734620865
194,2,0.92,0.07999999999999996,1.7298832891667708,2.346451152674874,2.9297705708981,0.9666707019797084
195,2,0.93,0.06999999999999995,1.733224587240698,2.350717037508516,2.935206509625471,0.9665494054519275
196,2,0.9400000000000001,0.05999999999999994,1.7366142313688278,2.3550427123154405,2.9407241307747847,0.9664261838787438
197,2,0.9500000000000001,0.04999999999999993,1.7400472934442148,2.359427848246479,2.9463140250367594,0.9663010372601573
198,2,0.96,0.040000000000000036,1.7435239702059508,2.3638721143889407,2.951976960949779,0.9661739655961677
199,2,0.97,0.030000000000000027,1.7470511018958508,2.368375177868566,2.9577215483239447,0.9660449688867755
200,2,0.98,0.020000000000000018,1.750635423520121,2.3729367039506064,2.9635569510557724,0.9659140471319804
201,2,0.99,0.010000000000000009,1.754274058558262,2.37755635613999,2.9694850746471926,0.9657812003317825
